language,text,category,number
ko,나는 오늘 영화관에 갔어.,DailyLife,853
ko,나는 오늘 오랜만에 쉬었다.,DailyLife,854
ko,나는 오늘 오랜만에 운동했다.,DailyLife,855
ko,나는 오늘 오랜만에 운동했어.,DailyLife,856
ko,나는 오늘 옷을 새로 샀어.,DailyLife,857
ko,나는 오늘 운동을 빼먹었다.,DailyLife,858
ko,나는 오늘 운동을 안 했다.,DailyLife,859
ko,나는 오늘 운동을 했다.,DailyLife,860
ko,나는 오늘 운동할 거야.,DailyLife,861
ko,나는 오늘 운이 좋았어.,DailyLife,862
ko,나는 오늘 음악을 들었다.,DailyLife,863
ko,나는 오늘 음악을 틀었다.,DailyLife,864
ko,나는 오늘 이메일을 보냈다.,DailyLife,865
ko,나는 오늘 일을 다 끝냈어.,DailyLife,866
ko,나는 오늘 일을 많이 했다.,DailyLife,867
ko,나는 오늘 일찍 일어났다.,DailyLife,868
ko,나는 오늘 일찍 일어났어.,DailyLife,869
ko,나는 오늘 일찍 자고 싶다.,DailyLife,870
ko,나는 오늘 일찍 자고 싶어.,DailyLife,871
ko,나는 오늘 일찍 자려고 해.,DailyLife,872
ko,나는 오늘 일찍 자야 해.,DailyLife,873
ko,나는 오늘 일찍 자야겠다.,DailyLife,874
ko,나는 오늘 일찍 잤다.,DailyLife,875
ko,나는 오늘 일찍 출근했다.,DailyLife,876
ko,나는 오늘 일찍 퇴근했다.,DailyLife,877
ko,나는 오늘 일찍 퇴근했어.,DailyLife,878
ko,나는 오늘 저녁 약속 있어.,DailyLife,879
ko,나는 오늘 저녁 약속이 있다.,DailyLife,880
ko,나는 오늘 저녁에 약속 있어.,DailyLife,881
ko,나는 오늘 저녁에 외식할 거다.,DailyLife,882
ko,나는 오늘 저녁에 요리할 거야.,DailyLife,883
ko,나는 오늘 저녁에 친구 만날 거야.,DailyLife,884
ko,나는 오늘 저녁에 친구를 만난다.,DailyLife,885
ko,나는 오늘 저녁으로 카레를 만들었다.,DailyLife,886
ko,나는 오늘 저녁을 밖에서 먹었다.,DailyLife,887
ko,나는 오늘 저녁을 안 먹었어.,DailyLife,888
ko,나는 오늘 저녁을 요리했어.,DailyLife,889
ko,나는 오늘 저녁을 일찍 먹었다.,DailyLife,890
ko,나는 오늘 저녁을 직접 만들었다.,DailyLife,891
ko,나는 오늘 점심 맛있게 먹었어.,DailyLife,892
ko,나는 오늘 점심 약속 취소했어.,DailyLife,893
ko,나는 오늘 점심 약속이 있었어.,DailyLife,894
ko,나는 오늘 점심에 빵을 먹었다.,DailyLife,895
ko,나는 오늘 점심을 간단히 먹었다.,DailyLife,896
ko,나는 오늘 점심을 건너뛰었다.,DailyLife,897
ko,나는 오늘 점심을 늦게 먹었다.,DailyLife,898
ko,나는 오늘 점심을 밖에서 먹었다.,DailyLife,899
ko,나는 오늘 점심을 밖에서 먹었어.,DailyLife,900
ko,나는 오늘 점심을 사 먹었다.,DailyLife,901
ko,나는 오늘 점심을 샀다.,DailyLife,902
ko,나는 오늘 점심을 안 먹었어.,DailyLife,903
ko,나는 오늘 정말 피곤해.,DailyLife,904
ko,나는 오늘 정말 행복하다.,DailyLife,905
ko,나는 오늘 좀 아프다.,DailyLife,906
ko,나는 오늘 좀 졸리다.,DailyLife,907
ko,나는 오늘 좀 피곤해.,DailyLife,908
ko,나는 오늘 좋은 꿈을 꿨어.,DailyLife,909
ko,나는 오늘 진짜 기분이 좋다.,DailyLife,910
ko,나는 오늘 진짜 피곤하다.,DailyLife,911
ko,나는 오늘 진짜 힘들었다.,DailyLife,912
ko,나는 오늘 집에 있었어.,DailyLife,913
ko,나는 오늘 집에 있을 거야.,DailyLife,914
ko,나는 오늘 집에서 쉬었다.,DailyLife,915
ko,나는 오늘 집에서 요리했다.,DailyLife,916
ko,나는 오늘 집에서 일했다.,DailyLife,917
ko,나는 오늘 집을 청소했다.,DailyLife,918
ko,나는 오늘 책을 다 읽었어.,DailyLife,919
ko,나는 오늘 청소 다 했어.,DailyLife,920
ko,나는 오늘 청소를 다 했다.,DailyLife,921
ko,나는 오늘 친구 생일을 축하했다.,DailyLife,922
ko,나는 오늘 친구랑 영화 봤다.,DailyLife,923
ko,나는 오늘 친구랑 저녁 먹었어.,DailyLife,924
ko,나는 오늘 친구랑 점심 먹었다.,DailyLife,925
ko,나는 오늘 친구랑 점심을 먹었다.,DailyLife,926
ko,나는 오늘 친구랑 카페 갔다.,DailyLife,927
ko,나는 오늘 친구랑 카페에 갔다.,DailyLife,928
ko,나는 오늘 친구랑 통화했어.,DailyLife,929
ko,나는 오늘 친구를 도와줬다.,DailyLife,930
ko,나는 오늘 친구를 도와줬어.,DailyLife,931
ko,나는 오늘 친구를 도왔어.,DailyLife,932
ko,나는 오늘 친구를 만났다.,DailyLife,933
ko,나는 오늘 친구를 만났어.,DailyLife,934
ko,나는 오늘 친구한테 고마웠어.,DailyLife,935
ko,나는 오늘 친구한테 연락했다.,DailyLife,936
ko,나는 오늘 커피를 너무 많이 마셨다.,DailyLife,937
ko,나는 오늘 커피를 세 잔 마셨다.,DailyLife,938
ko,나는 오늘 커피를 안 마셨다.,DailyLife,939
ko,나는 오늘 커피숍에 갔다.,DailyLife,940
ko,나는 오늘 커피숍에서 공부했다.,DailyLife,941
ko,나는 오늘 퇴근 일찍 했어.,DailyLife,942
ko,나는 오늘 퇴근 후 운동했다.,DailyLife,943
ko,나는 오늘 피곤해서 일찍 잘 거야.,DailyLife,944
ko,나는 오늘 하늘이 예뻐 보여서 사진 찍었어.,DailyLife,945
ko,나는 오늘 하루 종일 바빴어.,DailyLife,946
ko,나는 오늘 하루 종일 일했어.,DailyLife,947
ko,나는 오늘 하루 종일 집에 있었어.,DailyLife,948
ko,나는 오늘 하루 종일 피곤했다.,DailyLife,949
ko,나는 오늘 하루 종일 피곤했어.,DailyLife,950
ko,나는 오늘 하루가 괜찮았어.,DailyLife,951
ko,나는 오늘 하루가 길게 느껴졌어.,DailyLife,952
ko,나는 오늘 하루가 길었어.,DailyLife,953
ko,나는 오늘 하루가 너무 길었어.,DailyLife,954
ko,나는 오늘 하루를 잘 보냈어.,DailyLife,955
ko,나는 오늘 행복해.,DailyLife,956
ko,나는 오늘 행복했어.,DailyLife,957
ko,나는 오늘 회사에 늦었어.,DailyLife,958
ko,나는 오늘 회사에 안 갔다.,DailyLife,959
ko,나는 오늘 회사에 일찍 도착했다.,DailyLife,960
ko,나는 오늘 회사에서 바빴다.,DailyLife,961
ko,나는 오늘 회사에서 발표했다.,DailyLife,962
ko,나는 오늘 회사에서 새로운 사람을 만났다.,DailyLife,963
ko,나는 오늘 회사에서 야근했어.,DailyLife,964
ko,나는 오늘 회사에서 일찍 나왔다.,DailyLife,965
ko,나는 오늘 회사에서 피곤했어.,DailyLife,966
ko,나는 오늘 회사에서 혼났어.,DailyLife,967
ko,나는 오늘 회의 준비를 다 했어.,DailyLife,968
ko,나는 오늘 회의 준비를 했다.,DailyLife,969
ko,나는 요즘 너무 바빠.,DailyLife,970
ko,나는 요즘 드라마에 빠졌어.,DailyLife,971
ko,나는 요즘 새로운 취미를 찾고 있어.,DailyLife,972
ko,나는 요즘 영어 공부를 열심히 하고 있어.,DailyLife,973
ko,나는 요즘 영어 공부하고 있어.,DailyLife,974
ko,나는 요즘 요리 배우고 있어.,DailyLife,975
ko,나는 요즘 운동을 시작했어.,DailyLife,976
ko,나는 요즘 잠이 잘 안 와.,DailyLife,977
ko,나는 요즘 책 읽는 게 재밌어.,DailyLife,978
ko,나는 운동을 다시 시작했어.,DailyLife,979
ko,나는 운동을 더 자주 하려고 해.,DailyLife,980
ko,나는 운동을 시작하려고 해.,DailyLife,981
ko,나는 음악 듣는 걸 좋아한다.,DailyLife,982
ko,나는 음악 듣는 걸 좋아해.,DailyLife,983
ko,나는 음악 들으면서 공부해.,DailyLife,984
ko,나는 이 노래가 마음에 들어.,DailyLife,985
ko,나는 이 노래가 정말 좋다.,DailyLife,986
ko,나는 이 노래를 자주 들어.,DailyLife,987
ko,나는 이 노래를 좋아해.,DailyLife,988
ko,나는 이 노트북이 마음에 들어.,DailyLife,989
ko,나는 이 도시가 마음에 들어.,DailyLife,990
ko,나는 이 영화 진짜 재밌다고 생각해.,DailyLife,991
ko,나는 이번 달에 돈을 너무 많이 썼어.,DailyLife,992
ko,나는 이번 달에 돈을 아껴야 해.,DailyLife,993
ko,나는 이번 주말에 영화 볼 거야.,DailyLife,994
ko,나는 이번 주말에 집에 있을 거야.,DailyLife,995
ko,나는 이번 주말에 청소해야 해.,DailyLife,996
ko,나는 이번 주에 바빠.,DailyLife,997
ko,나는 이번 주에 병원에 가야 해.,DailyLife,998
ko,나는 이번 주에 쉬고 싶어.,DailyLife,999
ko,나는 이번 주에 시험이 있다.,DailyLife,1000
ko,나는 이번 주에 약속이 많아.,DailyLife,1001
ko,나는 이번 주에 여행 간다.,DailyLife,1002
ko,나는 이번 주에 일이 많아.,DailyLife,1003
ko,나는 일 끝나고 운동할 거야.,DailyLife,1004
ko,나는 일찍 자는 편이야.,DailyLife,1005
ko,나는 잠깐 쉬고 싶어.,DailyLife,1006
ko,나는 잠이 잘 안 와.,DailyLife,1007
ko,나는 저 사람을 처음 봤어.,DailyLife,1008
ko,나는 저녁 먹고 산책했어.,DailyLife,1009
ko,나는 저녁 먹고 쉬고 있어.,DailyLife,1010
ko,나는 저녁 약속이 있어.,DailyLife,1011
ko,나는 저녁에 가족이랑 식사할 거야.,DailyLife,1012
ko,나는 저녁에 산책하는 걸 좋아해.,DailyLife,1013
ko,나는 저녁에 샤워했다.,DailyLife,1014
ko,나는 저녁에 영화 볼 거다.,DailyLife,1015
ko,나는 저녁에 영화 볼 거야.,DailyLife,1016
ko,나는 저녁에 운동하러 갈 거야.,DailyLife,1017
ko,나는 저녁에 친구 만나기로 했어.,DailyLife,1018
ko,나는 저녁에 친구랑 통화했다.,DailyLife,1019
ko,나는 저녁으로 라면 끓였어.,DailyLife,1020
ko,나는 저녁을 아직 안 먹었어.,DailyLife,1021
ko,나는 저녁을 준비하고 있어.,DailyLife,1022
ko,나는 저녁을 직접 만들었어.,DailyLife,1023
ko,나는 점심 먹고 낮잠을 잤다.,DailyLife,1024
ko,나는 점심 먹고 산책했어.,DailyLife,1025
ko,나는 점심 먹으러 갈 거야.,DailyLife,1026
ko,나는 점심시간에 산책했다.,DailyLife,1027
ko,나는 점심시간에 산책했어.,DailyLife,1028
ko,나는 점심시간에 책을 읽었어.,DailyLife,1029
ko,나는 점심시간이 제일 좋아.,DailyLife,1030
ko,나는 점심에 빵을 먹었다.,DailyLife,1031
ko,나는 점심에 샌드위치 먹었어.,DailyLife,1032
ko,나는 점심으로 김밥을 먹었다.,DailyLife,1033
ko,나는 점심으로 라면 먹었어.,DailyLife,1034
ko,나는 점심으로 라면을 끓였다.,DailyLife,1035
ko,나는 점심으로 라면을 먹었어.,DailyLife,1036
ko,나는 점심으로 샌드위치를 먹었다.,DailyLife,1037
ko,나는 점심으로 샌드위치를 먹었어.,DailyLife,1038
ko,나는 점심으로 샐러드 먹었어.,DailyLife,1039
ko,나는 점심으로 샐러드를 먹었다.,DailyLife,1040
ko,나는 점심을 건너뛰었다.,DailyLife,1041
ko,나는 점심을 건너뛰었어.,DailyLife,1042
ko,나는 점심을 늦게 먹었어.,DailyLife,1043
ko,나는 점심을 사 먹었다.,DailyLife,1044
ko,나는 점심을 혼자 먹었다.,DailyLife,1045
ko,나는 점점 영어가 늘고 있어.,DailyLife,1046
ko,나는 조금 쉬고 싶어.,DailyLife,1047
ko,나는 주로 아침에 공부해.,DailyLife,1048
ko,나는 주로 집에서 밥을 해 먹어.,DailyLife,1049
ko,나는 주로 집에서 쉬어.,DailyLife,1050
ko,나는 주말마다 부모님 뵈러 가.,DailyLife,1051
ko,나는 주말마다 부모님을 찾아가.,DailyLife,1052
ko,나는 주말마다 빨래를 해.,DailyLife,1053
ko,나는 주말마다 시장에 가.,DailyLife,1054
ko,나는 주말마다 요리해.,DailyLife,1055
ko,나는 주말마다 집을 청소해.,DailyLife,1056
ko,나는 주말마다 청소해.,DailyLife,1057
ko,나는 주말에 가족들이랑 외식할 거야.,DailyLife,1058
ko,나는 주말에 쉴 계획이야.,DailyLife,1059
ko,나는 주말에 영화 보러 갈 거다.,DailyLife,1060
ko,나는 주말에 영화 보러 갈 거야.,DailyLife,1061
ko,나는 주말에 영화 볼 거야.,DailyLife,1062
ko,나는 주말에 영화를 볼 거야.,DailyLife,1063
ko,나는 주말에 영화를 봤어.,DailyLife,1064
ko,나는 주말에 집에 있을 거야.,DailyLife,1065
ko,나는 주말에 친구 만날 거야.,DailyLife,1066
ko,나는 주말에 친구들이랑 놀 거야.,DailyLife,1067
ko,나는 주말에 친구를 만날 거다.,DailyLife,1068
ko,나는 주말에 푹 쉴 거야.,DailyLife,1069
ko,나는 지금 TV 보고 있다.,DailyLife,1070
ko,나는 지금 공부 중이다.,DailyLife,1071
ko,나는 지금 공부 중이야.,DailyLife,1072
ko,나는 지금 공부하고 있어.,DailyLife,1073
ko,나는 지금 나갈 준비 중이야.,DailyLife,1074
ko,나는 지금 너무 배고파.,DailyLife,1075
ko,나는 지금 너무 배고프다.,DailyLife,1076
ko,나는 지금 너무 졸려.,DailyLife,1077
ko,나는 지금 너무 피곤해서 아무것도 하기 싫어.,DailyLife,1078
ko,나는 지금 노래 듣고 있다.,DailyLife,1079
ko,나는 지금 노래 듣는 중이다.,DailyLife,1080
ko,나는 지금 도서관에 있어.,DailyLife,1081
ko,나는 지금 밥 먹고 있어.,DailyLife,1082
ko,나는 지금 밥 먹을 거야.,DailyLife,1083
ko,나는 지금 밥을 먹고 있다.,DailyLife,1084
ko,나는 지금 밥을 먹고 있어.,DailyLife,1085
ko,나는 지금 버스 기다리고 있어.,DailyLife,1086
ko,나는 지금 버스를 기다리고 있다.,DailyLife,1087
ko,나는 지금 버스를 기다리고 있어.,DailyLife,1088
ko,나는 지금 빨래 중이야.,DailyLife,1089
ko,나는 지금 빨래하고 있어.,DailyLife,1090
ko,나는 지금 산책 중이다.,DailyLife,1091
ko,나는 지금 산책 중이야.,DailyLife,1092
ko,나는 지금 설거지 중이다.,DailyLife,1093
ko,나는 지금 설거지하고 있어.,DailyLife,1094
ko,나는 지금 쇼핑 중이다.,DailyLife,1095
ko,나는 지금 숙제 중이다.,DailyLife,1096
ko,나는 지금 쉬고 싶어.,DailyLife,1097
ko,나는 지금 쉬고 있다.,DailyLife,1098
ko,나는 지금 쉬고 있어.,DailyLife,1099
ko,나는 지금 쉬는 중이야.,DailyLife,1100
ko,나는 지금 영화관에 있어.,DailyLife,1101
ko,나는 지금 음악 듣고 있어.,DailyLife,1102
ko,나는 지금 음악 듣는 중이야.,DailyLife,1103
ko,나는 지금 음악을 듣고 있어.,DailyLife,1104
ko,나는 지금 이메일을 확인하고 있다.,DailyLife,1105
ko,나는 지금 일 끝냈어.,DailyLife,1106
ko,나는 지금 잠깐 쉬고 있어.,DailyLife,1107
ko,나는 지금 잠이 안 와.,DailyLife,1108
ko,나는 지금 잠이 와.,DailyLife,1109
ko,나는 지금 저녁을 준비하고 있어.,DailyLife,1110
ko,나는 지금 점심 먹는 중이야.,DailyLife,1111
ko,나는 지금 점심 먹으러 가.,DailyLife,1112
ko,나는 지금 조용히 있고 싶어.,DailyLife,1113
ko,나는 지금 지하철 타고 있다.,DailyLife,1114
ko,나는 지금 지하철에 있다.,DailyLife,1115
ko,나는 지금 집 청소 중이다.,DailyLife,1116
ko,나는 지금 집 청소 중이야.,DailyLife,1117
ko,나는 지금 집에 가고 있어.,DailyLife,1118
ko,나는 지금 집에 가는 중이야.,DailyLife,1119
ko,나는 지금 집에 도착했어.,DailyLife,1120
ko,나는 지금 집에 있다.,DailyLife,1121
ko,나는 지금 집에 있어.,DailyLife,1122
ko,나는 지금 차를 마시고 있다.,DailyLife,1123
ko,나는 지금 친구 기다리고 있어.,DailyLife,1124
ko,나는 지금 커피 마시고 있다.,DailyLife,1125
ko,나는 지금 커피 마시는 중이야.,DailyLife,1126
ko,나는 지금 커피 한 잔 마시고 있다.,DailyLife,1127
ko,나는 지금 커피를 마시고 있다.,DailyLife,1128
ko,나는 지금 커피숍에 있다.,DailyLife,1129
ko,나는 지금 퇴근 중이야.,DailyLife,1130
ko,나는 지금 퇴근하고 있어.,DailyLife,1131
ko,나는 지금 퇴근하는 중이야.,DailyLife,1132
ko,나는 지금 피곤해.,DailyLife,1133
ko,나는 지금 회의 중이야.,DailyLife,1134
ko,나는 집 청소를 끝냈다.,DailyLife,1135
ko,나는 집안일을 다 끝냈어.,DailyLife,1136
ko,나는 집에 가고 싶어.,DailyLife,1137
ko,나는 집에 가는 길이야.,DailyLife,1138
ko,나는 집에 가는 중이야.,DailyLife,1139
ko,나는 집에서 쉬고 싶어.,DailyLife,1140
ko,나는 창문을 열었다.,DailyLife,1141
ko,나는 책 읽는 걸 좋아한다.,DailyLife,1142
ko,나는 책 읽는 걸 좋아해.,DailyLife,1143
ko,나는 책을 읽는 걸 좋아해.,DailyLife,1144
ko,나는 친구 생일 선물을 샀다.,DailyLife,1145
ko,나는 친구 생일 선물을 샀어.,DailyLife,1146
ko,나는 친구 생일 파티에 갔다.,DailyLife,1147
ko,나는 친구 생일 파티에 다녀왔다.,DailyLife,1148
ko,나는 친구들과 저녁을 먹었어.,DailyLife,1149
ko,나는 친구랑 약속이 있어.,DailyLife,1150
ko,나는 친구랑 영화 봤어.,DailyLife,1151
ko,나는 친구랑 저녁 먹으러 갈 거야.,DailyLife,1152
ko,나는 친구랑 전화했다.,DailyLife,1153
ko,나는 친구랑 카페에 있을 거야.,DailyLife,1154
ko,나는 친구랑 커피 마셨다.,DailyLife,1155
ko,나는 친구랑 통화 중이다.,DailyLife,1156
ko,나는 친구에게 문자 보냈어.,DailyLife,1157
ko,나는 친구한테 메시지를 보냈다.,DailyLife,1158
ko,나는 친구한테 문자 보냈다.,DailyLife,1159
ko,나는 친구한테 선물 받았어.,DailyLife,1160
ko,나는 친구한테 선물을 줬다.,DailyLife,1161
ko,나는 친구한테 연락했어.,DailyLife,1162
ko,나는 친구한테 전화를 걸었다.,DailyLife,1163
ko,나는 친구한테 전화했다.,DailyLife,1164
ko,나는 친구한테 편지를 썼다.,DailyLife,1165
ko,나는 친구한테서 연락받았다.,DailyLife,1166
ko,나는 커피 대신 주스를 마셨다.,DailyLife,1167
ko,나는 커피 대신 차를 마셨다.,DailyLife,1168
ko,나는 커피 대신 차를 마실래.,DailyLife,1169
ko,나는 커피 마시면서 책 읽는 걸 좋아해.,DailyLife,1170
ko,나는 커피 한 잔 마시고 싶어.,DailyLife,1171
ko,나는 커피를 끊으려고 노력 중이야.,DailyLife,1172
ko,나는 커피를 내렸어.,DailyLife,1173
ko,나는 커피를 너무 많이 마셨다.,DailyLife,1174
ko,나는 커피를 너무 많이 마셨어.,DailyLife,1175
ko,나는 커피를 하루에 두 잔 마셔.,DailyLife,1176
ko,나는 커피를 하루에 세 잔이나 마셔.,DailyLife,1177
ko,나는 커피를 한 잔 마시고 싶어.,DailyLife,1178
ko,나는 커피보다 차를 더 좋아해.,DailyLife,1179
ko,나는 커피보다 차를 좋아해.,DailyLife,1180
ko,나는 커피숍에서 공부하고 있다.,DailyLife,1181
ko,나는 컴퓨터를 새로 샀어.,DailyLife,1182
ko,나는 피곤하지만 행복해.,DailyLife,1183
ko,나는 피곤해서 일찍 잘 거야.,DailyLife,1184
