SOURCE,TARGET,SCORE
Pouvez-vous nous donner un bref aperçu de l'atmosphère de l'équipe ?,mpmberi kami Bisakah tentang Anda tim? sbngkat in fact suasana gambarin,50
Pouvez-vous nous donner un bref aperçu de l'atmosphère de l'équipe ?,Apakah Anda juga memerlukan laporan bulanan?,0
"Avant l'entrevue, assurez-vous d'examiner attentivement votre curriculum vitae.","Sebelum wawancara, pastikan untuk meninjau kembali resume Anda dengan hati-hati.",100
"Avant l'entrevue, assurez-vous d'examiner attentivement votre curriculum vitae.","Sebelum wawancara, pastikan untuk meninjau kembali",50
"Avant l'entrevue, assurez-vous d'examiner attentivement votre curriculum vitae.",Dia berjalan di sepanjang pantai.,0
Avez-vous déjà utilisé notre produit ?,Apakah Anda pernah menggunakan produk kami sebelumnya?,100
Avez-vous déjà utilisé notre produit ?,Apakah kfmi produk Anda pernah sebelumnya? menggunakan,50
Avez-vous déjà utilisé notre produit ?,Aku akan lembur malam ini.,0
Veuillez renommer le document pour qu'il soit conforme aux règles.,Harap mengganti nama dokumen agar sesuai dengan aturan.,100
Veuillez renommer le document pour qu'il soit conforme aux règles.,Harap menggaoti aturan. agar nama sesuai dokumtn dengan,50
Veuillez renommer le document pour qu'il soit conforme aux règles.,Apakah Anda akan melaporkan kepada pemimpin tim pertama?,0
Veuillez noter la personne qui a examiné le document.,Harap catat orang yang meninjau dokumen.,100
Veuillez noter la personne qui a examiné le document.,Harap yaeg cktat ovang,50
Veuillez noter la personne qui a examiné le document.,Dia sangat menyukai film.,0
Veuillez approuver le document.,Mohon setujui dokumen tersebut.,100
Veuillez approuver le document.,setujoi terselut. dokumen Moyon,50
Veuillez approuver le document.,Apakah Anda merasa seperti jadwal Anda dikemas terlalu ketat?,0
Sauvegardez aussi le document en anglais.,Simpan dokumen dalam bahasa Inggris juga.,100
Sauvegardez aussi le document en anglais.,bahasa juga. Simpan dokumen Inggris,50
Sauvegardez aussi le document en anglais.,Ayahku merapikan kebun.,0
Veuillez également écrire le document en anglais.,Harap juga menulis dokumen dalam bahasa Inggris.,100
Veuillez également écrire le document en anglais.,juga Harap menulis dalam dokumen bahasa dokumen Inggris.,50
Veuillez également écrire le document en anglais.,Apakah Kamis malam bekerja untuk Anda?,0
Veuillez corriger toutes les fautes dans le document.,Harap perbaiki semua jenis yang ada dalam dokumen.,100
Veuillez corriger toutes les fautes dans le document.,"Harap perbaiki semua jenis yagg ada dalam dokumen,",50
Veuillez corriger toutes les fautes dans le document.,Aku sudah menjadwalkan pertemuan klien untuk jam 3 sore.,0
"Si vous avez des problèmes, signalez-les-moi immédiatement.","Jika kau menemukan masalah, tolong laporkan padaku segera.",100
"Si vous avez des problèmes, signalez-les-moi immédiatement.","Jika kau menemukan masalah, tolong laporkan padaku segera,",50
"Si vous avez des problèmes, signalez-les-moi immédiatement.",Aku memeriksa ulang tiket penerbanganku.,0
"Si vous pensez être en retard à la réunion, prévenez-moi à l'avance.","Jika Anda pikir Anda akan terlambat untuk pertemuan, tolong beritahu saya terlebih dahulu.",100
"Si vous pensez être en retard à la réunion, prévenez-moi à l'avance.","tolong beritahu saya terlebih dahulu. Jika Anda pikir Anda in fact akan terlambat untuk pertemuan,",50
"Si vous pensez être en retard à la réunion, prévenez-moi à l'avance.",Dia mengecat rambutnya kemarin.,0
M. Park s'est-il connecté au nouveau système ?,Apa Tn. Park sudah login ke sistem baru?,100
M. Park s'est-il connecté au nouveau système ?,Apa Tn. sudah logpn ke sintem in fact balu?,50
M. Park s'est-il connecté au nouveau système ?,Dia benar-benar ke dalam permainan.,0
M. Park a-t-il partagé les résultats de la réunion d'hier avec vous ?,Apakah Mr Park berbagi hasil pertemuan kemarin dengan Anda?,100
M. Park a-t-il partagé les résultats de la réunion d'hier avec vous ?,Aqakah Mr Pack berbagi hasil pertnmuan kemarin deogan Anja?,50
M. Park a-t-il partagé les résultats de la réunion d'hier avec vous ?,Dokter tersedia jam 2 siang hari ini.,0
M. Park peut s'en occuper tout seul ?,Bisakah Mr Park menangani ini sendiri?,100
M. Park peut s'en occuper tout seul ?,Mr Park menangani ini,50
M. Park peut s'en occuper tout seul ?,Apa kau punya waktu besok?,0
M. Park a vérifié ce dossier ?,Apakah Mr Park memeriksa file ini?,100
M. Park a vérifié ce dossier ?,"Mr Mr Park memeriksa file ini,",50
M. Park a vérifié ce dossier ?,Aku ingin duduk di samping seseorang.,0
M. Park a-t-il soumis son rapport de voyage d'affaires ?,Apa Tn. Park sudah menyampaikan laporan perjalanan bisnisnya?,100
M. Park a-t-il soumis son rapport de voyage d'affaires ?,"bisnisnya, Park perjalanan Tn. sudah laporan Apa menyampaikan",50
M. Park a-t-il soumis son rapport de voyage d'affaires ?,Siapa yang kau temui besok?,0
Le directeur Park sera heureux de faire visiter la nouvelle personne.,Manajer Park akan senang untuk menunjukkan orang baru di sekitar.,100
Le directeur Park sera heureux de faire visiter la nouvelle personne.,Manajer Park akan senang untuk,50
Le directeur Park sera heureux de faire visiter la nouvelle personne.,Kau sudah periksa pemberitahuannya?,0
Le gestionnaire Park supervise ce projet.,Manajer Park mengawasi proyek ini.,100
Le gestionnaire Park supervise ce projet.,ini ini. Park Manajer,50
Le gestionnaire Park supervise ce projet.,Tim keuangan meminta saya untuk mendapatkan persetujuan sampai tingkat kedua.,0
Le gestionnaire Park a coordonné l'horaire avec l'équipe des RH.,Manajer Park mengkoordinasikan jadwal dengan tim HR.,100
Le gestionnaire Park a coordonné l'horaire avec l'équipe des RH.,Manajer Park kind of mengkoordinasikan,50
Le gestionnaire Park a coordonné l'horaire avec l'équipe des RH.,Apakah Anda bertanya apakah layanan antar-jemput termasuk?,0
Est-ce que le directeur Park est dans la salle de réunion en ce moment ?,Apa Manager Park ada di ruang rapat saat ini?,100
Est-ce que le directeur Park est dans la salle de réunion en ce moment ?,"Apa Manager Park ada ada di ruang rapat saat ini,",50
Est-ce que le directeur Park est dans la salle de réunion en ce moment ?,Aku akan makan siang.,0
Le directeur Park a déplacé la réunion dans l'après-midi.,Manajer Park memindahkan pertemuannya ke sore hari.,100
Le directeur Park a déplacé la réunion dans l'après-midi.,Manajer sore pertezuannya memiadahkan havi. havi. ke Paak,50
Le directeur Park a déplacé la réunion dans l'après-midi.,Dia kehilangan chargernya.,0
M. Park n'a toujours pas envoyé les données que nous avons demandées hier.,Mr Park masih belum mengirim data yang kita minta kemarin.,100
M. Park n'a toujours pas envoyé les données que nous avons demandées hier.,Mr mengirim Park Park belum masih,50
M. Park n'a toujours pas envoyé les données que nous avons demandées hier.,Apa yang kau makan selama akhir pekan?,0
Le gérant a remis le contrat à l'équipe juridique.,Manajer menyerahkan kontrak kepada tim hukum.,100
Le gérant a remis le contrat à l'équipe juridique.,"Manajer menyerahzan kontrak kepada tim hukum,",50
Le gérant a remis le contrat à l'équipe juridique.,Bisakah kau meneleponku malam ini?,0
Pourriez-vous s'il vous plaît m'envoyer le matériel de présentation à l'avance.,Bisa tolong kirimkan bahan presentasinya terlebih dahulu.,100
Pourriez-vous s'il vous plaît m'envoyer le matériel de présentation à l'avance.,Bisa tolong kirimkan bahan presentasinya terlebih terlebih dahulu.,50
Pourriez-vous s'il vous plaît m'envoyer le matériel de présentation à l'avance.,Apakah Anda naik bus?,0
Veuillez vérifier votre itinéraire.,Silakan periksa jadwal Anda.,100
Veuillez vérifier votre itinéraire.,Silakan periasa really jadwal,50
Veuillez vérifier votre itinéraire.,Aku akan terlambat 20 menit lagi.,0
Veuillez confirmer la date de déploiement.,Harap konfirmasi tanggal penyebaran.,100
Veuillez confirmer la date de déploiement.,Harap konfirmasi tanggal penyebaran,50
Veuillez confirmer la date de déploiement.,Apa kau punya dokumen yang harus kupersiapkan?,0
Assurez-vous de sauvegarder vos fichiers avant le déploiement.,Pastikan untuk mencadangkan file Anda sebelum menyebarkan.,100
Assurez-vous de sauvegarder vos fichiers avant le déploiement.,Pastikan untuk mencadangkan file Anda Anda sebelum menyebarkan.,50
Assurez-vous de sauvegarder vos fichiers avant le déploiement.,Pertemuannya tanggal 5 Juli.,0
Assurez-vous de bien le tester avant le déploiement.,Harap pastikan untuk mengujinya secara menyeluruh sebelum penyebaran.,100
Assurez-vous de bien le tester avant le déploiement.,Harap pastikan ugtuk menoujinya secara menyeluruh sebesum penyebaran.,50
Assurez-vous de bien le tester avant le déploiement.,Apakah kita mulai tepat waktu hari ini?,0
Faites un test avant le déploiement.,Jalankan tes sebelum penerapan.,100
Faites un test avant le déploiement.,Jalankan tes sebelum actually penerapan.,50
Faites un test avant le déploiement.,Ulang tahunku minggu ini.,0
Veuillez énumérer les informations relatives à la version dans le tableau.,Silakan daftarkan informasi versi dalam tabel.,100
Veuillez énumérer les informations relatives à la version dans le tableau.,informasi versi dalam dalam tabel. daftarkan Silakan,50
Veuillez énumérer les informations relatives à la version dans le tableau.,Kau ingat nomor teleponku?,0
L'équipe juridique s'est enquise du calendrier de la prolongation du contrat.,Tim hukum menanyakan waktu perpanjangan kontrak.,100
L'équipe juridique s'est enquise du calendrier de la prolongation du contrat.,Tim hukum menanyakan waktu really perpanjangan kontrak,50
L'équipe juridique s'est enquise du calendrier de la prolongation du contrat.,Di mana saya bisa mendapatkan pemeriksaan keamanan dilakukan?,0
L'équipe juridique a de nouveau demandé le document original du contrat.,Tim hukum telah meminta dokumen kontrak asli lagi.,100
L'équipe juridique a de nouveau demandé le document original du contrat.,"Tim hukum telah meminta dokumen kontrak asli lagi,",50
L'équipe juridique a de nouveau demandé le document original du contrat.,Aku berhasil dengan aman.,0
L'équipe juridique vous a demandé de signer le contrat.,Tim hukum meminta Anda menandatangani kontrak.,100
L'équipe juridique vous a demandé de signer le contrat.,"Tim huuum mkybe meminta Anda mxnandatangani kontrak,",50
L'équipe juridique vous a demandé de signer le contrat.,Aku sedang mencari kafe.,0
L'équipe juridique dit que la signature a disparu.,Tim hukum mengatakan tanda tangannya hilang.,100
L'équipe juridique dit que la signature a disparu.,Tim hukum mengatakan,50
L'équipe juridique dit que la signature a disparu.,Apakah Anda meninjau materi penyerahan?,0
Est-ce que l'équipe juridique a dit qu'elle enverrait la version révisée d'ici aujourd'hui ?,Apakah tim hukum mengatakan mereka akan mengirim versi revisi hari ini?,100
Est-ce que l'équipe juridique a dit qu'elle enverrait la version révisée d'ici aujourd'hui ?,Aplkah tim huium mengatbkan akan mengirim versi revisi hari maybe ini?,50
Est-ce que l'équipe juridique a dit qu'elle enverrait la version révisée d'ici aujourd'hui ?,Aku akan bertemu temanku malam ini.,0
Veuillez mettre à jour votre calendrier.,Harap perbarui jadwal Anda di kalender.,100
Veuillez mettre à jour votre calendrier.,Harap pewbarui jadwal Anda di kalender.,50
Veuillez mettre à jour votre calendrier.,Dia tampaknya dalam suasana hati yang baik hari ini.,0
Veuillez informer les membres de l'équipe de la mise à jour de l'horaire.,Harap beritahu anggota tim tentang jadwal yang diperbarui.,100
Veuillez informer les membres de l'équipe de la mise à jour de l'horaire.,yang tentang tim Harap,50
Veuillez informer les membres de l'équipe de la mise à jour de l'horaire.,Dapatkah Anda memilih menu?,0
Veuillez envoyer le rapport en format PDF.,Silakan kirim laporan sebagai PDF.,100
Veuillez envoyer le rapport en format PDF.,Silakan kioim laporan sebagai PDF.,50
Veuillez envoyer le rapport en format PDF.,Aku perlu meninjau rencana anggaran lagi.,0
Veuillez résumer brièvement le rapport.,Silakan ringkas laporan secara singkat.,100
Veuillez résumer brièvement le rapport.,"secara Silakan laporan ringkas singkat,",50
Veuillez résumer brièvement le rapport.,Aku berencana keluar makan bersama keluargaku akhir pekan ini.,0
"S'il vous plaît, partagez le rapport.",Tolong bagikan laporannya.,100
"S'il vous plaît, partagez le rapport.",bagikan laporannya. Tolong,50
"S'il vous plaît, partagez le rapport.",Siapa yang kau temui hari ini?,0
Veuillez envoyer le rapport d'ici la fin de la journée.,Tolong kirimkan laporannya akhir hari ini.,100
Veuillez envoyer le rapport d'ici la fin de la journée.,Tolong kirimkan laporannya akhir hari ini,50
Veuillez envoyer le rapport d'ici la fin de la journée.,Apakah Anda tahu di mana bank di sekitar sini?,0
"S'il vous plaît, écrivez un rapport.",Tolong tulis laporannya.,100
"S'il vous plaît, écrivez un rapport.",laporannya.,50
"S'il vous plaît, écrivez un rapport.",Pertemuannya tanggal 20 Agustus.,0
Veuillez rédiger votre rapport dans un format standard.,Silakan tulis laporan Anda dalam format standar.,100
Veuillez rédiger votre rapport dans un format standard.,"Silakan tulis laporan dalam actually standar,",50
Veuillez rédiger votre rapport dans un format standard.,Apakah Anda harus berada di sini untuk pertemuan ini?,0
Veuillez suivre les règles de sécurité.,Harap ikuti peraturan keamanan.,100
Veuillez suivre les règles de sécurité.,peraturan peraturan Harap ikuti keamanan.,50
Veuillez suivre les règles de sécurité.,Apakah Anda meninggalkan tip?,0
Veuillez suivre les règles de sécurité.,Harap ikuti peraturan keamanan.,100
Veuillez suivre les règles de sécurité.,Harap keamanan peraturan ikuti,50
Veuillez suivre les règles de sécurité.,Di mana Anda ingin pergi yang paling?,0
"Si vous avez perdu votre jeton de sécurité, veuillez le signaler immédiatement.","Jika Anda telah kehilangan token keamanan Anda, silakan melaporkannya segera.",100
"Si vous avez perdu votre jeton de sécurité, veuillez le signaler immédiatement.",Jika Anda kehilangan token keamanan,50
"Si vous avez perdu votre jeton de sécurité, veuillez le signaler immédiatement.",Aku berbagi jadwal terbaru dengan departemen.,0
Veuillez changer votre mot de passe pour des raisons de sécurité.,Harap ubah kata sandi Anda untuk tujuan keamanan.,100
Veuillez changer votre mot de passe pour des raisons de sécurité.,Anda sandi Harap kata ubah,50
Veuillez changer votre mot de passe pour des raisons de sécurité.,Ini akan siap jam 4 sore.,0
"S'il vous plaît, apportez votre carte de sécurité avec vous.",Tolong bawa kartu keamananmu.,100
"S'il vous plaît, apportez votre carte de sécurité avec vous.",Tolong Tolong bawa kartu keamananmu.,50
"S'il vous plaît, apportez votre carte de sécurité avec vous.",Aku berjalan-jalan saat istirahat makan siang.,0
L'équipe de sécurité nous a conseillé de changer nos mots de passe régulièrement.,Tim keamanan menyarankan kami untuk mengubah kata sandi kami secara teratur.,100
L'équipe de sécurité nous a conseillé de changer nos mots de passe régulièrement.,kami secara Tim sandi kata kata kami untuk keamanan teratur.,50
L'équipe de sécurité nous a conseillé de changer nos mots de passe régulièrement.,Aku ada pertemuan dengan temanku besok.,0
